,customer_id,subscriber_id,tariff_model,arpa_2024,arpa_2023,revenue_2023,revenue_2024,active_discount,data_usage_(MB),voice_usage,roaming_usage,sms_usage,roaming_option_flag,roaming_option_potential,contract,duration_Type,fees_to_charge,contract_start_date,tariff_model_price,price_overshoot,oib,old
61,152,15232,l,33.43,34.91,418.91999999999996,401.15999999999997,15.36,6862,4172,208,864,Y,94,Y,6,19,1.2.2024,40,-0.16425,77780923892,15232
62,152,15290,xl,67.46,85.1,1021.1999999999999,809.52,14.61,4299,3761,432,912,N,97,N,24,20,1.2.2024,65,0.03784615384615364,77780923892,15290
63,152,15255,m,21.2,32.35,388.20000000000005,254.39999999999998,9.88,8151,1684,99,631,N,99,N,12,1,1.2.2024,25,-0.15200000000000002,77780923892,15255
64,152,15285,xl,96.31,59.39,712.6800000000001,1155.72,7.27,4692,1679,275,404,N,80,Y,24,11,1.2.2024,65,0.48169230769230764,77780923892,15285
65,152,15225,xl,62.01,80.34,964.08,744.12,2.79,3668,1606,363,439,N,24,Y,12,7,1.2.2024,65,-0.04600000000000004,77780923892,15225
66,152,15268,s,14.94,21.48,257.76,179.28,8.35,3012,4406,398,583,N,69,N,24,2,1.2.2024,15,-0.0040000000000000036,77780923892,15268
67,152,15264,xl,89.71,87.97,1055.6399999999999,1076.52,12.87,7441,1543,225,354,N,80,Y,6,5,1.2.2024,65,0.38015384615384606,77780923892,15264
68,152,15251,xl,80.64,71.78,861.36,967.6800000000001,10.35,5588,1698,22,275,Y,9,N,6,10,1.2.2024,65,0.24061538461538468,77780923892,15251
69,152,15267,xl,56.44,75.43,905.1600000000001,677.28,23.46,5762,977,317,231,N,29,Y,6,10,1.2.2024,65,-0.13169230769230778,77780923892,15267
70,152,15234,m,32.4,20.77,249.24,388.79999999999995,21.99,4170,1902,43,464,N,14,N,6,24,1.2.2024,25,0.29600000000000004,77780923892,15234
71,152,15282,m,25.03,27.99,335.88,300.36,0.52,9323,3149,308,338,N,78,Y,12,19,1.2.2024,25,0.0012000000000000899,77780923892,15282
72,152,15270,m,24.13,30.86,370.32,289.56,15.99,2937,2421,452,362,Y,81,Y,12,4,1.2.2024,25,-0.03480000000000005,77780923892,15270
73,152,15281,xl,67.94,63.5,762.0,815.28,1.82,5890,4769,343,466,Y,28,N,12,18,1.2.2024,65,0.045230769230769186,77780923892,15281
74,152,15257,l,44.61,56.64,679.6800000000001,535.3199999999999,1.1,4739,807,341,546,Y,93,N,6,22,1.2.2024,40,0.11525000000000007,77780923892,15257
75,152,15280,l,37.59,45.79,549.48,451.08000000000004,8.63,8781,2391,111,645,Y,18,N,6,4,1.2.2024,40,-0.060249999999999915,77780923892,15280
76,152,15273,l,37.62,58.03,696.36,451.43999999999994,3.07,6278,2416,111,281,Y,71,Y,12,16,1.2.2024,40,-0.05950000000000011,77780923892,15273
77,152,15213,m,20.89,36.9,442.79999999999995,250.68,21.48,934,2068,204,54,Y,51,Y,6,14,1.2.2024,25,-0.1644,77780923892,15213
78,152,15203,m,22.22,26.96,323.52,266.64,19.0,5322,1074,170,715,N,95,N,24,14,1.2.2024,25,-0.11120000000000008,77780923892,15203
79,152,15276,xl,97.41,82.54,990.48,1168.92,22.09,2164,3523,184,160,Y,82,Y,24,14,1.2.2024,65,0.49861538461538446,77780923892,15276
80,152,15266,xl,54.82,56.55,678.5999999999999,657.84,7.95,5483,2463,339,858,Y,89,N,12,20,1.2.2024,65,-0.1566153846153846,77780923892,15266
81,152,15230,l,55.19,59.58,714.96,662.28,19.58,2006,293,48,264,N,49,Y,24,1,1.2.2024,40,0.37975000000000003,77780923892,15230
82,152,15252,m,26.57,31.22,374.64,318.84000000000003,17.9,9176,2299,499,172,Y,89,Y,12,21,1.2.2024,25,0.06279999999999997,77780923892,15252
83,152,15204,m,24.29,23.52,282.24,291.48,1.87,6455,3677,189,104,Y,84,Y,12,20,1.2.2024,25,-0.02839999999999998,77780923892,15204
84,152,15209,m,27.22,22.88,274.56,326.64,22.34,2826,1516,318,910,N,74,Y,6,12,1.2.2024,25,0.08879999999999999,77780923892,15209
85,152,15220,xl,87.81,74.59,895.08,1053.72,8.17,1597,1980,140,794,N,59,Y,12,15,1.2.2024,65,0.3509230769230769,77780923892,15220
86,152,15215,s,18.66,14.42,173.04,223.92000000000002,6.72,3833,651,335,897,N,89,Y,12,19,1.2.2024,15,0.244,77780923892,15215
87,152,15249,l,33.69,57.15,685.8,404.28,2.97,4294,355,129,917,Y,46,N,24,10,1.2.2024,40,-0.15775000000000006,77780923892,15249
88,152,15224,s,14.59,17.18,206.16,175.07999999999998,3.81,4651,507,42,665,N,75,N,6,11,1.2.2024,15,-0.02733333333333332,77780923892,15224
89,152,15235,s,13.42,19.56,234.71999999999997,161.04,23.13,2065,3093,168,547,Y,95,N,6,21,1.2.2024,15,-0.10533333333333339,77780923892,15235
90,152,15261,xl,94.22,91.44,1097.28,1130.6399999999999,20.4,6680,2173,460,122,Y,12,Y,24,7,1.2.2024,65,0.44953846153846144,77780923892,15261
91,152,15256,s,20.16,13.51,162.12,241.92000000000002,7.53,2757,1275,61,679,N,12,N,24,15,1.2.2024,15,0.3440000000000001,77780923892,15256
92,152,15284,l,47.37,54.83,657.96,568.4399999999999,2.47,3487,694,462,139,N,56,Y,24,2,1.2.2024,40,0.18425000000000002,77780923892,15284
93,152,15260,l,33.7,56.8,681.5999999999999,404.40000000000003,22.45,3749,4144,465,273,Y,48,Y,12,2,1.2.2024,40,-0.15749999999999997,77780923892,15260
94,152,15253,l,58.27,38.85,466.20000000000005,699.24,11.46,5603,175,430,101,Y,41,Y,6,0,1.2.2024,40,0.45675,77780923892,15253
95,152,15201,m,20.08,27.43,329.15999999999997,240.95999999999998,16.6,2930,764,267,200,Y,91,Y,6,8,1.2.2024,25,-0.19680000000000009,77780923892,15201
96,152,15236,m,30.67,23.52,282.24,368.04,8.45,2963,855,203,727,N,22,Y,24,22,1.2.2024,25,0.2268000000000001,77780923892,15236
97,152,15262,m,26.92,36.72,440.64,323.04,14.96,6445,401,367,650,N,59,Y,24,24,1.2.2024,25,0.07679999999999998,77780923892,15262
98,152,15238,m,33.27,28.05,336.6,399.24,14.34,2225,613,431,430,N,43,Y,6,10,1.2.2024,25,0.3308000000000002,77780923892,15238
99,152,15205,m,20.63,33.48,401.76,247.56,12.55,3758,3184,219,861,Y,47,Y,6,2,1.2.2024,25,-0.17480000000000007,77780923892,15205
100,152,15210,l,38.36,39.47,473.64,460.32,22.43,9413,2388,367,248,Y,48,N,6,13,1.2.2024,40,-0.041000000000000036,77780923892,15210
101,152,15208,s,15.48,15.36,184.32,185.76,23.67,1688,384,64,942,N,2,N,24,17,1.2.2024,15,0.03200000000000003,77780923892,15208
102,152,15202,xl,62.95,83.33,999.96,755.4000000000001,24.42,2481,2638,466,78,N,53,Y,12,7,1.2.2024,65,-0.031538461538461515,77780923892,15202
103,152,15221,l,50.17,51.25,615.0,602.04,1.07,4658,3374,137,269,N,75,Y,24,19,1.2.2024,40,0.2542500000000001,77780923892,15221
104,152,15254,l,53.28,54.2,650.4000000000001,639.36,13.76,4381,2503,169,300,N,52,N,24,8,1.2.2024,40,0.3320000000000001,77780923892,15254
105,152,15248,m,21.14,20.78,249.36,253.68,22.83,3154,2121,298,816,Y,83,Y,12,3,1.2.2024,25,-0.15439999999999998,77780923892,15248
106,152,15283,xl,70.24,86.95,1043.4,842.8799999999999,13.19,4829,3657,267,387,N,43,N,6,23,1.2.2024,65,0.08061538461538453,77780923892,15283
107,152,15207,s,17.43,18.79,225.48,209.16,11.78,543,3899,404,585,Y,32,N,24,21,1.2.2024,15,0.16199999999999992,77780923892,15207
108,152,15233,m,30.52,28.21,338.52,366.24,18.13,4520,3646,136,823,N,86,Y,24,10,1.2.2024,25,0.22079999999999989,77780923892,15233
109,152,15274,l,47.35,47.21,566.52,568.2,18.49,8649,765,492,872,Y,83,N,12,10,1.2.2024,40,0.18375000000000008,77780923892,15274
110,152,15211,xl,88.5,85.83,1029.96,1062.0,21.66,7088,976,217,569,Y,37,Y,24,2,1.2.2024,65,0.3615384615384616,77780923892,15211
111,152,15222,s,12.32,21.17,254.04000000000002,147.84,11.11,6845,1130,353,420,N,60,Y,12,20,1.2.2024,15,-0.17866666666666664,77780923892,15222
112,152,15219,xl,54.83,88.91,1066.92,657.96,7.16,4624,3559,466,711,Y,84,N,24,0,1.2.2024,65,-0.15646153846153854,77780923892,15219
113,152,15269,l,44.05,55.78,669.36,528.5999999999999,0.56,8127,2799,492,436,Y,5,N,24,14,1.2.2024,40,0.10124999999999984,77780923892,15269
114,152,15243,m,29.4,23.5,282.0,352.79999999999995,16.84,4438,1895,128,911,Y,44,Y,12,0,1.2.2024,25,0.17599999999999993,77780923892,15243
115,152,15217,m,22.5,36.5,438.0,270.0,5.28,1711,4259,222,554,N,17,Y,12,15,1.2.2024,25,-0.09999999999999998,77780923892,15217
116,152,15241,m,21.14,32.45,389.40000000000003,253.68,14.25,3174,3347,194,317,N,40,Y,6,10,1.2.2024,25,-0.15439999999999998,77780923892,15241
117,152,15279,m,24.31,24.61,295.32,291.71999999999997,23.25,6844,592,229,68,Y,69,N,12,5,1.2.2024,25,-0.02760000000000007,77780923892,15279
118,152,15206,s,17.32,14.33,171.96,207.84,18.25,3877,4540,3,674,N,57,Y,12,3,1.2.2024,15,0.15466666666666673,77780923892,15206
119,152,15226,l,33.79,55.75,669.0,405.48,23.73,3497,4263,56,253,N,79,N,24,15,1.2.2024,40,-0.15525,77780923892,15226
120,152,15263,m,35.6,33.81,405.72,427.20000000000005,7.57,9007,644,293,221,N,60,N,12,7,1.2.2024,25,0.42400000000000015,77780923892,15263
121,152,15294,xl,78.6,59.16,709.92,943.1999999999999,0.94,4030,1882,345,82,Y,40,Y,24,22,1.2.2024,65,0.2092307692307691,77780923892,15294
122,152,15200,xl,78.17,72.8,873.5999999999999,938.04,17.95,5480,1281,191,879,N,83,Y,24,9,1.2.2024,65,0.20261538461538464,77780923892,15200
123,152,15272,l,42.59,50.42,605.04,511.08000000000004,8.99,8893,1856,303,98,N,71,N,24,8,1.2.2024,40,0.06475000000000009,77780923892,15272
124,152,15223,m,27.82,34.65,415.79999999999995,333.84000000000003,5.55,2812,1317,322,112,Y,61,Y,24,20,1.2.2024,25,0.11280000000000001,77780923892,15223
125,152,15265,s,12.48,14.08,168.96,149.76,10.12,3842,1750,238,869,Y,23,N,24,9,1.2.2024,15,-0.16799999999999993,77780923892,15265
126,152,15229,s,22.28,18.82,225.84,267.36,22.02,5656,162,453,880,Y,76,Y,6,1,1.2.2024,15,0.4853333333333334,77780923892,15229
127,152,15239,s,19.91,16.25,195.0,238.92000000000002,2.17,5596,3239,361,451,N,26,N,12,9,1.2.2024,15,0.32733333333333325,77780923892,15239
128,152,15216,m,34.0,25.44,305.28000000000003,408.0,12.46,6864,491,282,323,Y,43,N,24,8,1.2.2024,25,0.3600000000000001,77780923892,15216
129,152,15288,l,55.77,54.54,654.48,669.24,24.96,4207,4911,293,143,N,20,N,6,23,1.2.2024,40,0.39425,77780923892,15288
130,152,15237,s,13.41,14.15,169.8,160.92000000000002,9.49,3622,3586,37,944,N,5,N,6,6,1.2.2024,15,-0.10599999999999998,77780923892,15237
131,370,37019,xl,81.05,56.63,679.5600000000001,972.5999999999999,16.83,4076,4194,242,983,Y,36,Y,6,18,1.2.2024,65,0.2469230769230768,96264740552,37019
132,370,37029,xl,88.39,95.7,1148.4,1060.68,19.97,6201,460,494,834,Y,10,N,24,16,1.2.2024,65,0.3598461538461539,96264740552,37029
133,370,37082,l,32.61,49.06,588.72,391.32,23.63,5589,3227,330,158,N,83,Y,24,19,1.2.2024,40,-0.18474999999999997,96264740552,37082
134,370,37037,xl,93.66,56.33,675.96,1123.92,12.12,938,3906,122,537,Y,76,Y,6,6,1.2.2024,65,0.440923076923077,96264740552,37037
135,370,37080,s,20.1,14.96,179.52,241.20000000000002,9.43,5289,3589,90,452,Y,2,Y,24,13,1.2.2024,15,0.3400000000000001,96264740552,37080
136,370,37060,xl,82.6,89.7,1076.4,991.1999999999999,21.32,607,604,325,867,N,12,Y,24,15,1.2.2024,65,0.27076923076923065,96264740552,37060
137,370,37015,m,20.68,27.62,331.44,248.16,16.69,8530,4962,229,344,Y,60,Y,6,6,1.2.2024,25,-0.17280000000000006,96264740552,37015
138,370,37048,xl,57.62,56.87,682.4399999999999,691.4399999999999,12.37,1314,1892,214,214,Y,20,Y,24,17,1.2.2024,65,-0.11353846153846159,96264740552,37048
139,370,37020,l,46.43,43.65,523.8,557.16,5.78,6184,1019,318,98,N,59,N,24,13,1.2.2024,40,0.16074999999999995,96264740552,37020
140,370,37077,s,13.23,16.33,195.95999999999998,158.76,21.09,6458,4202,314,647,N,75,Y,12,14,1.2.2024,15,-0.118,96264740552,37077
141,370,37014,xl,85.8,60.92,731.04,1029.6,7.16,5509,1069,99,971,N,26,N,6,6,1.2.2024,65,0.32000000000000006,96264740552,37014
142,370,37024,m,21.65,28.64,343.68,259.79999999999995,20.64,8031,1658,348,93,Y,13,N,12,8,1.2.2024,25,-0.134,96264740552,37024
143,370,37049,m,35.59,34.11,409.32,427.08000000000004,2.68,892,3919,207,613,N,47,N,24,13,1.2.2024,25,0.4236000000000002,96264740552,37049
144,370,37056,s,19.39,15.71,188.52,232.68,3.86,5480,4846,372,113,Y,72,N,24,9,1.2.2024,15,0.29266666666666663,96264740552,37056
145,370,37086,l,56.84,36.64,439.68,682.08,16.65,8317,4114,188,638,N,29,N,6,9,1.2.2024,40,0.42100000000000004,96264740552,37086
146,370,37047,m,33.54,31.48,377.76,402.48,9.99,9184,3892,498,421,Y,11,N,12,21,1.2.2024,25,0.3415999999999999,96264740552,37047
147,370,37066,l,55.65,53.6,643.2,667.8,13.6,1359,4672,231,669,N,99,Y,6,9,1.2.2024,40,0.3912499999999999,96264740552,37066
148,370,37040,l,38.14,54.09,649.08,457.68,3.61,6020,1918,135,488,Y,58,N,12,12,1.2.2024,40,-0.046499999999999986,96264740552,37040
149,370,37032,m,33.1,29.82,357.84000000000003,397.20000000000005,20.91,3798,1839,343,888,Y,46,Y,24,11,1.2.2024,25,0.32400000000000007,96264740552,37032
150,370,37076,m,20.28,25.7,308.4,243.36,12.56,3325,615,393,173,Y,34,Y,12,6,1.2.2024,25,-0.18879999999999997,96264740552,37076
151,370,37041,l,38.58,59.37,712.4399999999999,462.96,20.75,9547,905,349,799,Y,90,Y,24,6,1.2.2024,40,-0.03550000000000009,96264740552,37041
152,370,37026,l,41.54,36.26,435.12,498.48,19.6,8946,2981,411,790,N,9,N,12,21,1.2.2024,40,0.03849999999999998,96264740552,37026
153,370,37022,l,46.35,40.45,485.40000000000003,556.2,21.55,4764,1368,271,64,N,0,N,12,14,1.2.2024,40,0.15874999999999995,96264740552,37022
154,370,37043,l,37.25,51.54,618.48,447.0,24.26,7507,2047,114,629,Y,41,N,12,17,1.2.2024,40,-0.06874999999999998,96264740552,37043
155,370,37023,l,37.96,45.35,544.2,455.52,2.8,5251,846,103,740,Y,84,Y,12,11,1.2.2024,40,-0.050999999999999934,96264740552,37023
156,370,37069,s,17.41,19.93,239.16,208.92000000000002,2.93,6456,3521,106,804,N,32,N,12,18,1.2.2024,15,0.16066666666666674,96264740552,37069
157,370,37005,m,35.14,36.71,440.52,421.68,12.97,7693,2309,17,547,N,16,N,24,7,1.2.2024,25,0.40559999999999996,96264740552,37005
158,370,37052,l,46.64,33.24,398.88,559.6800000000001,3.65,5248,1497,406,234,Y,45,N,24,4,1.2.2024,40,0.16599999999999993,96264740552,37052
159,370,37071,m,31.76,20.57,246.84,381.12,9.97,2269,2837,115,883,Y,70,Y,6,7,1.2.2024,25,0.2704,96264740552,37071
160,370,37046,xl,59.14,74.2,890.4000000000001,709.6800000000001,1.39,8670,4650,422,724,N,74,N,6,8,1.2.2024,65,-0.09015384615384614,96264740552,37046
161,370,37002,xl,75.31,72.84,874.08,903.72,13.74,2447,796,127,337,Y,3,Y,12,23,1.2.2024,65,0.1586153846153846,96264740552,37002
162,370,37061,xl,87.51,87.21,1046.52,1050.1200000000001,23.41,5539,4509,149,926,Y,17,N,12,23,1.2.2024,65,0.3463076923076924,96264740552,37061
163,370,37062,m,33.12,20.66,247.92000000000002,397.43999999999994,19.33,2758,3953,392,440,N,37,N,6,12,1.2.2024,25,0.3248,96264740552,37062
164,370,37083,m,21.82,33.26,399.12,261.84000000000003,12.27,1246,1068,464,295,N,18,Y,24,24,1.2.2024,25,-0.12719999999999998,96264740552,37083
165,370,37042,s,17.22,15.89,190.68,206.64,3.85,2994,4549,24,772,Y,9,Y,6,15,1.2.2024,15,0.1479999999999999,96264740552,37042
166,370,37079,m,36.31,28.41,340.92,435.72,14.8,8502,4431,24,646,N,46,Y,24,10,1.2.2024,25,0.45240000000000014,96264740552,37079
167,370,37078,s,13.31,22.12,265.44,159.72,19.52,855,2503,302,404,N,62,Y,12,14,1.2.2024,15,-0.11266666666666658,96264740552,37078
168,370,37072,l,34.12,44.9,538.8,409.43999999999994,3.24,7927,2827,492,150,N,13,Y,6,10,1.2.2024,40,-0.14700000000000002,96264740552,37072
169,370,37004,m,36.48,32.62,391.43999999999994,437.76,7.45,6673,2217,185,336,Y,16,N,12,11,1.2.2024,25,0.45919999999999983,96264740552,37004
170,370,37045,m,35.76,23.03,276.36,429.12,21.88,2282,2993,343,683,Y,27,N,12,20,1.2.2024,25,0.4303999999999999,96264740552,37045
171,370,37033,xl,55.19,58.82,705.84,662.28,14.35,4127,1075,315,327,Y,12,Y,24,5,1.2.2024,65,-0.15092307692307694,96264740552,37033
172,370,37081,s,13.78,13.67,164.04,165.35999999999999,10.43,3363,2142,262,118,N,24,N,6,10,1.2.2024,15,-0.08133333333333337,96264740552,37081
173,370,37067,l,39.6,44.93,539.16,475.20000000000005,18.16,3173,2749,133,628,N,75,N,12,3,1.2.2024,40,-0.010000000000000009,96264740552,37067
